ID	CN	EN	RU_TRANSLATION
1215	{\n\"随state结束而打断\": \"0\",\n\"随技能结束而打断\": \"1\",\n\"不打断\": \"2\"\n}	{\n \"Interrupt with state end\": \"0\", \n \"Interrupt with skill end\": \"1\", \n \"Do not interrupt\": \"2\" \n}	
1216	{\n点击后自动取消高亮: \"0\",\n点击后不会自动取消高亮: \"1\",\n}	{\n \"Automatically cancel highlight after click\": \"0\", \n \"Do not automatically cancel highlight after click\": \"1\", \n}	
1217	{ {skillTag1, 1.0}, {skillTag2, 2.0}} 意思是把skillTag1的技能提升1倍速率，skillTag2的技能提升2倍速率	{ {skillTag1, 1.0}, {skillTag2, 2.0}} means increasing the speed of skillTag1 skills by 1x and skillTag2 skills by 2x.	
1218	{ {skillType1, 1.0}, {skillType2, 2.0}} 意思是把skillType1的技能提升1倍速率，skillType2的技能提升2倍速率	{ {skillType1, 1.0}, {skillType2, 2.0}} means increasing the speed of skillType1 skills by 1x and skillType2 skills by 2x.	
1219	{\"%i号法术场的数量\"}	{\"Quantity of %ist Spell Field\"}	
1220	{\"%i号陷阱的数量\"}	{\"Number of No. %i Traps\"}	
1221	{\"Buff标签%i\"}	{\"Buff Tag%i\"}	
1222	{\"Buff标签%i驱散数量\"}	{\"Buff tag %iDispel count\"}	
1223	{\"Buff类型%i\"}	{\"Buff Type%i\"}	
1224	{\"Mesh名称\"}	{ \"Mesh Name\" }	
1225	{\"X偏移cm\",\"Y偏移cm\",\"Z偏移cm\"}	{ \"X offset cm\", \"Y offset cm\", \"Z offset cm\" }	
1226	{\"id\":1000,\"title\":\"下载已暂停\",\"body\":\"由于您当前的网络环境切换至了流量环境，游戏已暂停下载，当您处于WiFi环境时，我们将自动为您恢复下载。\",\"pushMode\":0,\"delayInSeconds\":1}	{\"id\":1000,\"title\":\"Download Paused\",\"body\":\"Your network environment has switched to mobile data, so the game download has been paused. We will automatically resume the download when you are on a WiFi connection.\",\"pushMode\":0,\"delayInSeconds\":1}	
1227	{\"id\":1000,\"title\":\"正在下载资源\",\"body\":\"正在为您后台下载\",\"pushMode\":0,\"delayInSeconds\":1}	{\"id\":1000,\"title\":\"Downloading Resources\",\"body\":\"Downloading in the background for you\",\"pushMode\":0,\"delayInSeconds\":1}	
1228	{\"id\":1000,\"title\":\"资源下载失败\",\"body\":\"下载失败\",\"pushMode\":0,\"delayInSeconds\":1}	{\"id\":1000,\"title\":\"Resource download failed\",\"body\":\"Download failed\",\"pushMode\":0,\"delayInSeconds\":1}	
1229	{\"id\":1000,\"title\":\"资源下载完成\",\"body\":\"下载完成\",\"pushMode\":0,\"delayInSeconds\":1}	{\"id\":1000,\"title\":\"Resource Download Complete\",\"body\":\"Download Complete\",\"pushMode\":0,\"delayInSeconds\":1}	
1230	{\"notificationTitle\": \"下载已暂停\",\"notificationContent\":\"由于您当前的网络环境切换至了流量环境，游戏已暂停下载，当您处于WiFi环境时，我们将自动为您恢复下载。\",\"showProgress\":false}	{\"notificationTitle\": \"Download Paused\",\"notificationContent\":\"Your network environment has switched to mobile data, so the game download has been paused. We will automatically resume the download when you are on a WiFi connection.\",\"showProgress\":false}	
1231	{\"notificationTitle\": \"资源下载失败\",\"notificationContent\":\"下载失败\",\"showProgress\":false}	{ \"notificationTitle\": \"Resource download failed\", \"notificationContent\": \"Download failed\", \"showProgress\": false }	
1232	{\"notificationTitle\":\"资源下载完成\",\"notificationContent\":\"下载完成\",\"showProgress\":false}	{\"notificationTitle\":\"Resource download complete\",\"notificationContent\":\"Download complete\",\"showProgress\":false}	
1233	{\"可缺省\"}	{ \"Can be omitted\" }	
1234	{\"场景ID%i\"}	{\"Scene ID%i\"}	
1235	{\"坐标X\",\"坐标Y\",\"坐标Z\"}	{\"Coordinate X\", \"Coordinate Y\", \"Coordinate Z\"}	
1236	{\"填0代表上当前装配的默认坐骑\"}	{\"Entering 0 represents the currently equipped default mount\"}	
1237	{\"子弹%i发射时间点\"}	{\"Bullet%ifiring timing\"}	
1238	{\"子弹%i额外Pitch\"}	{\"Bullet%i extra Pitch\"}	
1239	{\"子弹%i额外Yaw\"}	{\"Bullet %i Extra Yaw\"}	
1240	{\"技能ID%i\"}	{\"Skill ID%i\"}	
1241	{\"技能标签%i\"}	{\"Skill Tag%i\"}	
1242	{\"技能类型%i\"}	{\"Skill Type%i\"}	
1243	{\"旋转量1\",\"旋转量2\",\"旋转量3\"}	{\"Rotation Amount 1\", \"Rotation Amount 2\", \"Rotation Amount 3\"}	
1244	{\"权重%i\"}	{\"Weight%i\"}	
1245	{\"标签%i\"}	{\"Tag %i\"}	
1246	{\"标签%i清除Buff数量\"}	{\"Tag%iClear Buff Count\"}	
1247	{\"槽位编号\"=\"技能ID\"}	{\"Slot Number\"=\"Skill ID\"}	
1248	{\"法术场ID%i\"}	{\"Spell Field ID%i\"}	
1249	{\"第%i个位移终点\"}	{\"The %ith Displacement destination\"}	
1250	{\"第%i个子弹的额外Pitch角\"}	{\"Extra Pitch angle of the %ist bullet\"}	
