CN	EN
<Assistant_Title1>【追风雪的人】</>\n<Assistant_Title2>任务类型：</><Assistant_Property2>时代逸闻</>\n<Assistant_Title2>任务描述：</>一位老先生坐在雪地上，不知道是在休息，还是需要帮助？\n<Assistant_Title2>领取方式：</>扮演等级达到<Assistant_Red>65级</>后，前往{Location:[霍纳奇斯山脉(684,554)]|58497;45487;3362;2;5200086;0}，和<Assistant_Red>老先生</>对话可接取任务\n<Assistant_Title2>任务奖励</>：认知经验、发票单据、冒险勋章、世界冒险秘宝进度	<Assistant_Title1>【Chaser of Wind and Snow】</>\n<Assistant_Title2>Quest Type: </><Assistant_Property2>Era Anecdote</>\n<Assistant_Title2>Quest Description: </>An old gentleman is sitting on the snow. Is he resting, or does he need help?\n<Assistant_Title2>How to Accept: </>After your Acting level reaches <Assistant_Red>Level 65</>, head to {Location:[Hornacis Mountain Range(684,554)]|58497;45487;3362;2;5200086;0} and speak with the <Assistant_Red>Old Gentleman</> to accept the quest.\n<Assistant_Title2>Quest Rewards</>: Cognitive EXP, Invoices, Adventure Medals, World Adventure Treasure Progress
<Assistant_Title1>【遗失的荣耀】</>\n<Assistant_Title2>描述：</>副本掉落饰品\n<Assistant_Title2>使用：</>使用后获得遗失的荣耀，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>副本-五月庄园·花园</>获取	<Assistant_Title1>【Lost Glory】</>\n<Assistant_Title2>Description: </>Dungeon Drop Accessory\n<Assistant_Title2>Usage: </>After use, you will obtain the Lost Glory. You can click <Assistant_System>Appearance - Change Outfit</> to view and use it. \n<Assistant_Title2>Acquisition: </>Obtained via <Assistant_System>Dungeon - May Manor · Garden</>
<Assistant_Title1>【遗失盟约】</>\n<Assistant_Title2>描述：</>风尚回廊饰品\n<Assistant_Title2>使用：</>使用后获得遗失盟约，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</><Assistant_System>风尚回廊</>收集进度解锁	<Assistant_Title1>【Lost Covenant】</>\n<Assistant_Title2>Description: </>Fashion Corridor Accessory\n<Assistant_Title2>Usage: </>Use to obtain the Lost Covenant. You can click <Assistant_System>Appearance - Change Outfit</> to view and use it.\n<Assistant_Title2>Acquisition: </>Unlocked via <Assistant_System>Fashion Corridor</> collection progress
<Assistant_Title1>【金枝森影】</>\n<Assistant_Title2>描述：</>神眷时装\n<Assistant_Title2>使用：</>使用后获得金枝森影套装，可点击<Assistant_System>外观-换装</>查看并使用，也可兑换为<Assistant_Red>2</>张神眷牌。\n<Assistant_Title2>获取：</>通过<Assistant_System>召唤-灵界焕容</>获得，或在<Assistant_System>美神馈赠商店</>中使用<Assistant_Red>2</>张神眷牌兑换	<Assistant_Title1>【Golden Branch Forest Shadow】</>\n<Assistant_Title2>Description: </>God-favored Outfit\n<Assistant_Title2>Usage: </>After use, you will obtain the Golden Branch Forest Shadow set. You can click <Assistant_System>Appearance - Change Outfit</> to view and use it, or exchange it for <Assistant_Red>2</> God-favored Cards. \n<Assistant_Title2>Acquisition: </>Obtained via <Assistant_System>Summon - Spirit World Transformation</>, or exchange using <Assistant_Red>2</> God-favored Cards in the <Assistant_System>Goddess's Gift Shop</>
<Assistant_Title1>【金狮之首】</>\n<Assistant_Title2>描述：</>神眷池饰品\n<Assistant_Title2>使用：</>使用后获得金狮之首，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>召唤-灵界焕容</>获得	<Assistant_Title1>【Golden Lion Head】</>\n<Assistant_Title2>Description:</>God-Favored Pool Accessory\n<Assistant_Title2>Use:</>After use, obtain the Golden Lion Head; you can click <Assistant_System>Appearance-Change Outfit</> to view and use it.\n<Assistant_Title2>Acquisition:</>Obtained via <Assistant_System>Summon-Spirit World Renewal</>
<Assistant_Title1>【金翡礼颂】</>\n<Assistant_Title2>描述：</>商城直售时装\n<Assistant_Title2>使用：</>商城购买后获得金翡礼颂套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>商城</>获取	<Assistant_Title1>【Golden Jade Hymn】</>\n<Assistant_Title2>Description: </>Shop Direct-Purchase Outfit\n<Assistant_Title2>Usage: </>Purchase in the shop to obtain the Golden Jade Hymn outfit. You can click <Assistant_System>Appearance - Change Outfit</> to view and use it.\n<Assistant_Title2>Acquisition: </>Obtained via <Assistant_System>Shop</>
<Assistant_Title1>【金边方框眼镜】</>\n<Assistant_Title2>描述：</>探索奖励饰品\n<Assistant_Title2>使用：</>使用后获得金边方框眼镜，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</><Assistant_System>探索</>获取	<Assistant_Title1>【Gold-Rimmed Square Glasses】</>\n<Assistant_Title2>Description: </>Accessory rewarded for Exploration\n<Assistant_Title2>Usage: </>After use, you will obtain the Gold-Rimmed Square Glasses. You can click <Assistant_System>Appearance - Change Outfit</> to view and use it.\n<Assistant_Title2>Acquisition: </><Assistant_System>Exploration</> acquisition.
<Assistant_Title1>【铁誓】</>\n<Assistant_Title2>描述：</>竞技玩法奖励饰品\n<Assistant_Title2>使用：</>使用后获得铁誓，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>商城-百货-凯旋商店</>使用凯旋徽章兑换	<Assistant_Title1>【Iron Oath】</>\n<Assistant_Title2>Description: </>Accessory rewarded for Competition gameplay\n<Assistant_Title2>Usage: </>After use, you will obtain the Iron Oath. You can click <Assistant_System>Appearance - Change Outfit</> to view and use it.\n<Assistant_Title2>Acquisition: </>Exchange using Triumph Badges in the <Assistant_System>Mall - General Goods - Triumph Shop</>.
<Assistant_Title1>【铁路大亨-交易技巧】</>\n<Assistant_Title2>核心目标：</>在站点低价买入货物，在后续会收购该货物的站点高价卖出，赚取差价。\n<Assistant_Title2>判断价格：</>看到明显低于基础价的商品，可考虑买入；看到明显高于基础价的订购单，可优先卖出。每站可购买和可出售数量有限，受站点、货物倍率、区域倍率与协议加成影响。\n<Assistant_Title2>进阶建议：</>高难度路线更长，有时需要保留一定票券应对后续高价值机会。临近终点前，尽量把货物在高点卖出获取最大收益或确保折算价值足够冲评级。	<Assistant_Title1>【Railway Tycoon-Trading Tips】</>\n<Assistant_Title2>Core Objective: </>Buy goods at a low price at a station and sell them at a high price at a subsequent station that acquires those goods to earn the price difference. \n<Assistant_Title2>Judging Prices: </>When you see goods significantly lower than the base price, consider buying; when you see purchase orders significantly higher than the base price, prioritize selling. The quantity that can be bought and sold at each station is limited, influenced by the station, goods multiplier, regional multiplier, and agreement bonuses. \n<Assistant_Title2>Advanced Advice: </>High-difficulty routes are longer, and sometimes you need to reserve a certain amount of tickets to deal with subsequent high-value opportunities. Before reaching the destination, try to sell goods at a high point to obtain maximum profit or ensure the converted value is sufficient to reach the rating.
<Assistant_Title1>【铁路大亨-经销协议】</>\n<Assistant_Title2>玩法说明：</>开局会签订区域经销协议，并获得阶段性业绩目标。每经过固定数量站点，商会会检查你的业绩。\n<Assistant_Title2>达标结果：</>达成目标后，可选择维持当前协议或升级协议。升级后的协议目标更高，但会提供更强的货物数量加成和价格加成。\n<Assistant_Title2>未达标结果：</>若检查时未达到目标，本局会提前结算，最终业绩会受到折扣影响。协议等级只能提升，不能下降；	<Assistant_Title1>【Railway Tycoon - Distribution Agreement】</>\n<Assistant_Title2>Gameplay Instructions: </>At the start, you will sign a regional distribution agreement and receive phased performance targets. After passing a fixed number of stations, the Chamber of Commerce will check your performance. \n<Assistant_Title2>Target Met: </>Once the target is reached, you can choose to maintain the current agreement or upgrade it. Upgraded agreements have higher targets but provide stronger bonuses to cargo quantity and prices. \n<Assistant_Title2>Target Not Met: </>If the target is not met during the check, the current session will end early, and the final performance will be affected by a discount. Agreement levels can only be increased, not decreased;
<Assistant_Title1>【铁道旅人】</>\n<Assistant_Title2>描述：</>玩法获得时装\n<Assistant_Title2>使用：</>使用后获得铁道旅人套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>玩法-铁路大亨</>获取	<Assistant_Title1>【Railway Traveler】</>\n<Assistant_Title2>Description: </>Gameplay-Obtained Fashion\n<Assistant_Title2>Usage: </>After use, you will obtain the Railway Traveler set. You can click <Assistant_System>Appearance - Dress Up</> to view and use it. \n<Assistant_Title2>Obtain: </>Obtained via <Assistant_System>Gameplay - Railway Tycoon</>
<Assistant_Title1>【铂金额链】</>\n<Assistant_Title2>描述：</>黄铜书进度奖励\n<Assistant_Title2>使用：</>使用后获得铂金额链，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>副本</>获得	<Assistant_Title1>【Platinum Chain】</>\n<Assistant_Title2>Description:</>Brass Book Progress Reward\n<Assistant_Title2>Use:</>After use, obtain the Platinum Chain; you can click <Assistant_System>Appearance-Change Outfit</> to view and use it.\n<Assistant_Title2>Acquisition:</>Obtained via <Assistant_System>Dungeon</>
<Assistant_Title1>【铃兰与骑士】</>\n<Assistant_Title2>描述：</>神眷时装\n<Assistant_Title2>使用：</>使用后获得铃兰与骑士套装，可点击<Assistant_System>外观-换装</>查看并使用，也可兑换为<Assistant_Red>2</>张神眷牌。\n<Assistant_Title2>获取：</>通过<Assistant_System>召唤-灵界焕容</>获得，或在<Assistant_System>美神馈赠商店</>中使用<Assistant_Red>2</>张神眷牌兑换	<Assistant_Title1>【Lily and Knight】</>\n<Assistant_Title2>Description:</>God-Favored Outfit\n<Assistant_Title2>Use:</>After use, obtain the Lily and Knight set; you can click <Assistant_System>Appearance-Change Outfit</> to view and use it, or exchange it for <Assistant_Red>2</> God-Favored Cards.\n<Assistant_Title2>Acquisition:</>Obtained via <Assistant_System>Summon-Spirit World Renewal</>, or exchanged in the <Assistant_System>Gifts of the Beauty God Shop</> using <Assistant_Red>2</> God-Favored Cards
<Assistant_Title1>【银色狒狒背包】</>\n<Assistant_Title2>描述：</>直售礼包饰品\n<Assistant_Title2>使用：</>使用后获得银色狒狒背包，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过商城礼包解锁	<Assistant_Title1>【Silver Baboon Backpack】</>\n<Assistant_Title2>Description: </>Direct-purchase bundle accessory\n<Assistant_Title2>Usage: </>After use, you will obtain the Silver Baboon Backpack. You can click <Assistant_System>Appearance - Change Outfit</> to view and use it.\n<Assistant_Title2>Acquisition: </>Unlock through Mall bundles.
<Assistant_Title1>【银蔷薇】</>\n<Assistant_Title2>描述：</>星币池饰品\n<Assistant_Title2>使用：</>使用后获得银蔷薇，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>召唤-星灵奇装</>获得	<Assistant_Title1>【Silver Rose】</>\n<Assistant_Title2>Description: </>Star Coin Pool Accessory\n<Assistant_Title2>Usage: </>After use, you will obtain the Silver Rose. You can click <Assistant_System>Appearance - Change Outfit</> to view and use it. \n<Assistant_Title2>Acquisition: </>Obtained via <Assistant_System>Summon - Astral Wonders</>
<Assistant_Title1>【镀金细框眼镜】</>\n<Assistant_Title2>描述：</>创角饰品\n<Assistant_Title2>使用：</>创角后获得镀金细框眼镜，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>创角后自动获得	<Assistant_Title1>【Gold-Plated Thin-Frame Glasses】</>\n<Assistant_Title2>Description: </>Character creation accessory.\n<Assistant_Title2>Usage: </>Obtain Gold-Plated Thin-Frame Glasses after character creation. You can view and equip them by clicking <Assistant_System>Appearance - Outfits</>.\n<Assistant_Title2>Acquisition: </>Automatically obtained after character creation.
<Assistant_Title1>【镀银眼镜】</>\n<Assistant_Title2>描述：</>创角饰品\n<Assistant_Title2>使用：</>创角后获得镀银眼镜，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>创角后自动获得	<Assistant_Title1>【Silver-Plated Glasses】</>\n<Assistant_Title2>Description: </>Character creation accessory.\n<Assistant_Title2>Usage: </>Obtain Silver-Plated Glasses after character creation. You can view and equip them by clicking <Assistant_System>Appearance - Outfits</>.\n<Assistant_Title2>Acquisition: </>Automatically obtained after character creation.
<Assistant_Title1>【阳光普照】</>\n<Assistant_Title2>描述：</>段位奖励饰品\n<Assistant_Title2>使用：</>使用后获得阳光普照，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</><Assistant_System>躺赢-段位天梯</>达到一定段位获取	<Assistant_Title1>【Sunshine】</>\n<Assistant_Title2>Description: </>Rank Reward Accessory\n<Assistant_Title2>Usage: </>After use, you will obtain Sunshine. You can click <Assistant_System>Appearance-Outfit</> to view and use it.\n<Assistant_Title2>Acquisition: </><Assistant_System>Easy Win-Ranked Ladder</>Obtained upon reaching a certain rank
<Assistant_Title1>【隔墙有暖】</>\n<Assistant_Title2>任务类型：</><Assistant_Property2>扮演故事</>\n<Assistant_Title2>任务描述：</>有一家人的屋内好像不太暖和……\n<Assistant_Title2>领取方式：</>完成主线剧情第二章《时代的浪潮》且扮演等级达到<Assistant_Red>19级</>后，前往{Location:[金秋湖(325,90)]|22557;-916;607;2;5200085;0}处，与<Assistant_Red>屋内的声音</>交互接取任务。\n<Assistant_Title2>任务奖励</>：认知经验、世界冒险秘宝进度、冒险勋章、发票单据	<Assistant_Title1>【Warmth Through the Wall】</>\n<Assistant_Title2>Quest Type: </><Assistant_Property2>Acting Stories</>\n<Assistant_Title2>Quest Description: </>It doesn't seem very warm inside one of the houses...\n<Assistant_Title2>How to Accept: </>After completing Chapter 2 of the main storyline, \"Tides of the Era,\" and reaching Acting Level <Assistant_Red>19</>, head to {Location:[Golden Autumn Lake(325,90)]|22557;-916;607;2;5200085;0} and interact with the <Assistant_Red>voice from inside the house</> to accept the quest.\n<Assistant_Title2>Quest Rewards</>: Cognitive EXP, World Adventure Treasure Progress, Adventure Medals, Invoices
<Assistant_Title1>【雕纹花坛】</>\n<Assistant_Title2>描述：</>探索奖励展台组件\n<Assistant_Title2>使用：</>使用后获得展台组件雕纹花坛，可点击<Assistant_System>外观-展台</>查看并使用。\n<Assistant_Title2>获取：</><Assistant_System>探索</>获取	<Assistant_Title1>【Carved Flower Bed】</>\n<Assistant_Title2>Description: </>Display stand component rewarded for Exploration\n<Assistant_Title2>Usage: </>After use, you will obtain the Carved Flower Bed display component. You can click <Assistant_System>Appearance - Display Stand</> to view and use it.\n<Assistant_Title2>Acquisition: </><Assistant_System>Exploration</> acquisition.
<Assistant_Title1>【雕花花瓶】</>\n<Assistant_Title2>描述：</>探索奖励展台组件\n<Assistant_Title2>使用：</>使用后获得展台组件雕花花瓶，可点击<Assistant_System>外观-展台</>查看并使用。\n<Assistant_Title2>获取：</><Assistant_System>探索</>获取	<Assistant_Title1>【Carved Vase】</>\n<Assistant_Title2>Description: </>Display stand component rewarded for Exploration\n<Assistant_Title2>Usage: </>After use, you will obtain the Carved Vase display component. You can click <Assistant_System>Appearance - Display Stand</> to view and use it.\n<Assistant_Title2>Acquisition: </><Assistant_System>Exploration</> acquisition.
<Assistant_Title1>【雨夜街灯】</>\n<Assistant_Title2>描述：</>商城直售时装\n<Assistant_Title2>使用：</>商城购买后获得雨夜街灯套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>商城</>获取	<Assistant_Title1>【Rainy Night Street Lamp】</>\n<Assistant_Title2>Description: </>Store Direct-Purchase Fashion\n<Assistant_Title2>Usage: </>After purchasing in the store, you will obtain the Rainy Night Street Lamp set. You can click <Assistant_System>Appearance - Dress Up</> to view and use it. \n<Assistant_Title2>Obtain: </>Obtained via <Assistant_System>Store</>
<Assistant_Title1>【雾都漫游】</>\n<Assistant_Title2>描述：</>商城直售时装\n<Assistant_Title2>使用：</>商城购买后获得雾都漫游套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>商城</>获取	<Assistant_Title1>【Fog City Roaming】</>\n<Assistant_Title2>Description: </>Store Direct-purchase Outfit\n<Assistant_Title2>Usage: </>After purchasing in the store, you will obtain the Fog City Roaming set. You can click <Assistant_System>Appearance - Change Outfit</> to view and use it. \n<Assistant_Title2>Acquisition: </>Obtained via <Assistant_System>Store</>
<Assistant_Title1>【露营物语】</>\n<Assistant_Title2>描述：</>商城直售时装\n<Assistant_Title2>使用：</>商城购买后获得露营物语套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>商城</>获取	<Assistant_Title1>【Camping Story】</>\n<Assistant_Title2>Description: </>Shop Direct-Purchase Outfit\n<Assistant_Title2>Usage: </>Purchase in the shop to obtain the Camping Story outfit. You can click <Assistant_System>Appearance - Change Outfit</> to view and use it.\n<Assistant_Title2>Acquisition: </>Obtained via <Assistant_System>Shop</>
<Assistant_Title1>【颂诗礼服】</>\n<Assistant_Title2>描述：</>神眷池时装\n<Assistant_Title2>使用：</>使用后获得颂诗礼服套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>召唤-灵界焕容</>获得	<Assistant_Title1>【Ode Dress】</>\n<Assistant_Title2>Description: </>God-favored Pool Outfit\n<Assistant_Title2>Usage: </>After use, you will obtain the Ode Dress set. You can click <Assistant_System>Appearance - Change Outfit</> to view and use it. \n<Assistant_Title2>Acquisition: </>Obtained via <Assistant_System>Summon - Spirit World Transformation</>
<Assistant_Title1>【风尚沙龙】</>\n<Assistant_Title2>介绍：</>在鲁恩王国的上流社会,对时尚的品鉴是身份与数养的象征。绅士淑女们对服饰有着苛刻追求。根据场合、身份与季节,塔配得体的眼装,方能在社交圈中贏得尊重。通过品鉴挑战,展现你的审美,在上流圈声名鹊起。\n<Assistant_Title2>玩法指引：</>\n<Assistant_Title3>1. 寻找风尚沙龙</>\n可通过以下任一方式前往玩法：\n<Assistant_Property2>跑团入口：</>打开菜单进入【跑团】，加入任意教团后，在【秩序世界】中选择【风尚沙龙】，点击【前往】即可自动寻路。\n<Assistant_Property1>地图入口：</>打开地图，切换至【探秘】页签，在【世界详情】中查看【风尚沙龙】玩法图标，并根据图标指引，在地图中找到对应标识，点击【前往】即可自动寻路。\n<Assistant_Title3>2. 时装搭配PK</>\n与NPC对话后开启挑战，可以根据风格与评分进行搭配，PK胜利获得对应奖励。\n<Assistant_Title1>【助手提示】</>\n风尚沙龙不会计入秩序世界的完成度哟~	<Assistant_Title1>【Fashion Salon】</>\n<Assistant_Title2>Introduction: </>In the high society of the Loen Kingdom, an appreciation for fashion is a symbol of status and cultivation. Gentlemen and ladies have exacting standards for their attire. By coordinating appropriate outfits according to the occasion, status, and season, you can earn respect in social circles. Show off your aesthetic sense through appreciation challenges and make a name for yourself in high society.\n<Assistant_Title2>Gameplay Guide: </>\n<Assistant_Title3>1. Finding the Fashion Salon</>\nYou can navigate to this activity using either of the following methods:\n<Assistant_Property2>TTRPG Entry:</>Open the Menu, enter [TTRPG], join any organization, select [Fashion Salon] in the [Orderly World], and click [Go] to start auto-pathing.\n<Assistant_Property1>Map Entry:</>Open the map, switch to the [Exploration] tab, view the [Fashion Salon] icon in [World Details], find the corresponding marker on the map based on the icon's guidance, and click [Go] to start auto-pathing.\n<Assistant_Title3>2. Fashion Coordination PK</>\nStart the challenge after speaking with the NPC; you can coordinate based on style and ratings, and winning the PK will grant corresponding rewards.\n<Assistant_Title1>【Assistant Tip】</>\nThe Fashion Salon does not count towards the completion progress of the Orderly World~
<Assistant_Title1>【风暴之泪】</>\n<Assistant_Title2>描述：</>星币池饰品\n<Assistant_Title2>使用：</>使用后获得风暴之泪，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>召唤-星灵奇装</>获得	<Assistant_Title1>【Storm Tear】</>\n<Assistant_Title2>Description: </>Star Coin Pool Accessory\n<Assistant_Title2>Usage: </>After use, you will obtain the Storm Tear. You can click <Assistant_System>Appearance - Change Outfit</> to view and use it. \n<Assistant_Title2>Acquisition: </>Obtained via <Assistant_System>Summon - Astral Wonders</>
<Assistant_Title1>【飒爽】</>\n<Assistant_Title2>描述：</>创角发型\n<Assistant_Title2>使用：</>创角后获得飒爽，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>创角时可选择获取一款发型，剩余发型后续可通过<Assistant_System>商城</>获取	<Assistant_Title1>【Brisk】</>\n<Assistant_Title2>Description: </>Character creation hairstyle.\n<Assistant_Title2>Usage: </>Obtain Brisk after character creation. You can view and equip it by clicking <Assistant_System>Appearance - Outfits</>.\n<Assistant_Title2>Acquisition: </>Choose one hairstyle during character creation; remaining hairstyles can be obtained later via <Assistant_System>Shop</>.
<Assistant_Title1>【魔女的余味】</>\n<Assistant_Title2>描述：</>教团等级奖励时装\n<Assistant_Title2>使用：</>使用后获得魔女的余味套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>教团等级解锁	<Assistant_Title1> [Aftertaste of the Witch] </>\n<Assistant_Title2> Description: </> Cult Level Reward Fashion \n<Assistant_Title2> Usage: </> After use, gain the Aftertaste of the Witch set, which can be viewed and used by clicking <Assistant_System> Appearance - Dress Up </>. \n<Assistant_Title2> Acquisition: </> Unlocked by Cult Level
<Assistant_Title1>【魔女的回味】</>\n<Assistant_Title2>描述：</>教团等级奖励时装\n<Assistant_Title2>使用：</>使用后获得魔女的回味套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>教团等级解锁	<Assistant_Title1>【Witch's Aftertaste】</>\n<Assistant_Title2>Description: </>Coven level reward outfit\n<Assistant_Title2>Use: </>Use to obtain the Witch's Aftertaste set. You can view and equip it by clicking <Assistant_System>Appearance - Dress Up</>.\n<Assistant_Title2>Acquisition: </>Coven level unlock
<Assistant_Title1>【魔女的滋味】</>\n<Assistant_Title2>描述：</>城市暗面玩法奖励时装\n<Assistant_Title2>使用：</>使用后获得魔女的滋味套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>城市暗面悬赏值解锁	<Assistant_Title1>【Taste of the Witch】</>\n<Assistant_Title2>Description: </>Outfit rewarded for City of Shadows gameplay\n<Assistant_Title2>Usage: </>After use, you will obtain the Taste of the Witch set. You can click <Assistant_System>Appearance - Change Outfit</> to view and use it.\n<Assistant_Title2>Acquisition: </>Unlock via City of Shadows Bounty Value.
<Assistant_Title1>【魔女雕像】</>\n<Assistant_Title2>描述：</>教团等级奖励展台组件\n<Assistant_Title2>使用：</>使用后获得魔女雕像，可点击<Assistant_System>外观-展台</>查看并使用。\n<Assistant_Title2>获取：</>教团等级解锁	<Assistant_Title1>【Witch Statue】</>\n<Assistant_Title2>Description: </>Coven level reward display component\n<Assistant_Title2>Use: </>Use to obtain Witch Statue. You can view and equip it by clicking <Assistant_System>Appearance - Display Stand</>.\n<Assistant_Title2>Acquisition: </>Coven level unlock
<Assistant_Title1>【鸦语】</>\n<Assistant_Title2>描述：</>商城直售时装\n<Assistant_Title2>使用：</>商城购买后获得鸦语套装，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>商城</>获取	<Assistant_Title1>【Crow Talk】</>\n<Assistant_Title2>Description: </>Shop Direct-Purchase Outfit\n<Assistant_Title2>Usage: </>Purchase in the shop to obtain the Crow Talk outfit. You can click <Assistant_System>Appearance - Change Outfit</> to view and use it.\n<Assistant_Title2>Acquisition: </>Obtained via <Assistant_System>Shop</>
<Assistant_Title1>【黄昏】</>\n<Assistant_Title2>描述：</>创角发型\n<Assistant_Title2>使用：</>创角后获得黄昏，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>创角时可选择获取一款发型，剩余发型后续可通过<Assistant_System>商城</>获取	<Assistant_Title1>【Dusk】</>\n<Assistant_Title2>Description: </>Character creation hairstyle.\n<Assistant_Title2>Usage: </>Obtain Dusk after character creation. You can view and equip it by clicking <Assistant_System>Appearance - Outfits</>.\n<Assistant_Title2>Acquisition: </>Choose one hairstyle during character creation; remaining hairstyles can be obtained later via <Assistant_System>Shop</>.
<Assistant_Title1>【黄金梦土】</>\n<Assistant_Title2>描述：</>神眷展台\n<Assistant_Title2>使用：</>使用后获得黄金梦土，可点击<Assistant_System>外观-展台</>查看并使用。\n<Assistant_Title2>获取：</><Assistant_System>召唤-灵界焕容-灵幻祭坛商店</>中使用灵幻牌兑换	<Assistant_Title1>【Golden Dreamland】</>\n<Assistant_Title2>Description: </>God-favored Showcase\n<Assistant_Title2>Usage: </>After use, you will obtain the Golden Dreamland. You can click <Assistant_System>Appearance - Showcase</> to view and use it. \n<Assistant_Title2>Acquisition: </>Exchange using Spirit Illusion Cards in the <Assistant_System>Summon - Spirit World Transformation - Spirit Illusion Altar Shop</>
<Assistant_Title1>【黄铜唱片机】</>\n<Assistant_Title2>描述：</>副本掉落展台\n<Assistant_Title2>使用：</>使用后获得黄铜唱片机，可点击<Assistant_System>外观-展台</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>副本-五月庄园</>获取	<Assistant_Title1>【Brass Phonograph】</>\n<Assistant_Title2>Description: </>Dungeon Drop Showcase\n<Assistant_Title2>Usage: </>After use, you will obtain the Brass Phonograph. You can click <Assistant_System>Appearance - Showcase</> to view and use it. \n<Assistant_Title2>Acquisition: </>Obtained via <Assistant_System>Dungeon - May Manor</>
<Assistant_Title1>【黑暗】</>\n<Assistant_Title2>描述：</>默认展台场景\n<Assistant_Title2>使用：</>可点击<Assistant_System>外观-展台</>查看并使用。\n<Assistant_Title2>获取：</>默认解锁	<Assistant_Title1>【Darkness】</>\n<Assistant_Title2>Description: </>Default display stand scene\n<Assistant_Title2>Usage: </>You can click <Assistant_System>Appearance - Display Stand</> to view and use it.\n<Assistant_Title2>Acquisition: </>Unlocked by default.
<Assistant_Title1>【黑色窄框眼镜】</>\n<Assistant_Title2>描述：</>玩法奖励饰品\n<Assistant_Title2>使用：</>使用后获得黑色窄框眼镜，可点击<Assistant_System>外观-换装</>查看并使用。\n<Assistant_Title2>获取：</>通过<Assistant_System>玩法-家族</>获得	<Assistant_Title1>【Black Narrow-Frame Glasses】</>\n<Assistant_Title2>Description:</>Gameplay Reward Accessory\n<Assistant_Title2>Use:</>After use, obtain the Black Narrow-Frame Glasses; you can click <Assistant_System>Appearance-Change Outfit</> to view and use it.\n<Assistant_Title2>Acquisition:</>Obtained via <Assistant_System>Gameplay-Family</>
<Assistant_Title1>【黑荆棘安保公司】</>\n<Assistant_Title2>任务类型：</><Assistant_Property2>原著主线</>\n<Assistant_Title2>任务描述：</>邓恩的邀请实在令人心动，去黑荆棘安保公司看看吧，人总是要工作的。\n<Assistant_Title2>领取方式：</>第一赛季第三天解锁。完成原著剧情《意外的访客》，且扮演等级达到<Assistant_Red>48级</>后自动接取。\n<Assistant_Title2>任务奖励</>：认知经验、绑定苏勒、绑定金镑、历史明灯、装备	<Assistant_Title1>【Blackthorn Security Company】</>\n<Assistant_Title2>Quest Type: </><Assistant_Property2>Original Main Story</>\n<Assistant_Title2>Quest Description: </>Dunn's invitation is truly tempting; go check out the Blackthorn Security Company. One always needs to work.\n<Assistant_Title2>How to Accept: </>Unlocked on the third day of the first season. Automatically accepted after completing the original story \"Unexpected Visitor\" and reaching Acting Level <Assistant_Red>48</>.\n<Assistant_Title2>Quest Rewards</>: Cognitive Experience, Bound Sol, Bound Gold Pound, Historical Beacon, Equipment
