Username...	Имя пользователя...
Send Channel	Отправить канал
Current Location: Placeholder Text	[Заглушка]
Ling Sen is a white-haired loli.	Лин Сен — седовласая лоли.
Rating: +12345	Рейтинг: +12345
Nova Robert	Нова Роберт
Not achieved	Не достигнуто
Remove this entry	Удалить эту запись
1.599 million<Gray> (99.9%)</>	1,599 миллиона<Gray> (99,9%)</>
Photography Quest Name	Название фотоквеста
Content description content description content description content description content description content description content description content description content description content description content description content description content description content description content description content description content description content description content description content description content description content description	Описание контента описание контента описание контента описание контента описание контента описание контента описание контента описание контента описание контента описание контента описание контента описание контента описание контента описание контента описание контента описание контента описание контента описание контента описание контента
Voice Settings:	Голосовые настройки:
Title Title Title Title Title Title Title Title Title Title	Заголовок Заголовок Заголовок Заголовок Заголовок Заголовок Заголовок Заголовок Заголовок Заголовок
Dividend details	Информация о дивидендах
Waiting for the other party to confirm the action...	Ожидание подтверждения действия другой стороной...
Club Name Seven Characters	Название клуба: семь символов
Points <Num>40000</>	Очки <Num>40000</>
Rare Item	Редкий предмет
Match Time	Время матча
Performed superbly in the faction war on January 14, 2026, surpassing 99% of players. Gods bow their heads; this name is a legend.	Великолепно показал себя в войне фракций 14 января 2026 года, превзойдя 99% игроков. Боги склоняют головы; это имя - легенда.
Auction starts in 00:00	Аукцион начнется в 00:00.
Catwalk Show	Подиумное шоу
Praise the Mother's Name, Give Birth to New Life	Хвалите Имя Матери, рождайте новую жизнь
Seven-character Guild Name	Семизначное название гильдии
Book of June-1	Книга июня-1
Piece Name Seven Characters	Название пьесы: семь символов
Enable Group Switching	Включить групповое переключение
Wait a moment, I forgot something.	Подождите, я кое-что забыл.
Work together, let's build the Club together! Join the group, add V123456. Work together, let's build the Club together! Join the group, let's build the Club together	Работайте вместе, давайте строить Клуб вместе! Вступайте в группу, добавляйте V123456. Работайте вместе, давайте строить Клуб вместе! Вступайте в группу, давайте строить Клуб вместе
Playing on a phone is indeed uncomfortable.	Играть на телефоне действительно неудобно.
Record voice to generate character face	Запишите голос, чтобы создать лицо персонажа
Career	Карьера
Mom... won't make Mom angry... Mom is angry...	Мама... маму не рассердишь... Мама злится...
Levels 1-89	Уровни 1-89
Hahahahahaha.	Ха-ха-ха-ха.
Remaining characters allowed:	Остальные символы разрешены:
Player Name 123	Имя игрока 123
Combat power limit for uploading custom emojis, 0 = no limit	Ограничение боевой мощи для загрузки собственных смайлов, 0 = без ограничений.
Deliver <HighLight>1279 threads</> to <HighLight>Backlund</> II (Weight: 1230)	Доставить <HighLight>1279 ниток </> в <HighLight>Бэкланд</> II (Вес: 1230 г.)
Why not come hear how things are going?	Почему бы не прийти послушать, как идут дела?
Let your spirituality gush out from the tip of the dagger, connecting into a whole in the surroundings.	Пусть ваша духовность хлынет из кончика кинжала, соединяясь в единое целое с окружающей средой.
Quest tracking	Отслеживание квестов
It seems my little trick didn't work... never mind, the real treasure chest is yours!	Кажется, моя маленькая хитрость не сработала... не беда, настоящий сундук с сокровищами ваш!
Squad Ability	Способность отряда
Season Name	Название сезона
<Reminder_Orange>???</>: Placeholder text placeholder text placeholder text placeholder text placeholder text placeholder text placeholder text	[Заглушка]
Military Strength	Военная мощь
The Developer is the Richest	Застройщик – самый богатый
Warrior Tag	Тег Воина
Members: <Highlight>25</>/50 Candidates: <Highlight>38</>/50	Участники: <Highlight>25</>/50 Кандидаты: <Highlight>38</>/50
Completion progress: 10/10	Прогресс завершения: 10/10
Tip: One Two Three Four Five Six <H>Seven Eight Nine Ten Eleven Is</>	Совет: Один Два Три Четыре Пять Шесть <H>Seven Восемь Девять Десять Одиннадцать Is</>
-Sub-line 99	-Подлиния 99
The competition starts at 14:00 on the last Sunday of each month, with registration opening at 8:00 on the Monday of that week. Players need to form a 6-person team to compete through multiple rounds to advance to the knockout stage, and finally impact the championship!\nParticipate to receive generous rewards, and the championship team will have an exclusive custom statue at Selena Church!	Соревнования начинаются в 14:00 в последнее воскресенье каждого месяца, регистрация открывается в 8:00 в понедельник той же недели. Игрокам необходимо сформировать команду из 6 человек, чтобы пройти несколько раундов, чтобы выйти в плей-офф и, наконец, повлиять на чемпионство!\nУчаствуйте, чтобы получить щедрые награды, а команда чемпионата получит эксклюзивную статую в церкви Селены!
Start the little steps.	Начните с маленьких шагов.
With this machine, we can spin more yarn.	С помощью этой машины мы можем прясть больше пряжи.
Blah blah blah, blah blah blah, blah blah blah, oh oh, blah blah blah, blah blah blah, blah blah blah, oh oh	Бла-бла-бла, бла-бла-бла, бла-бла-бла, ох ох, бла-бла-бла, бла-бла-бла, бла-бла-бла, ох ох
Jolyne Cujoh, Jotaro Kujo, Avdol, and 66 others>>	Джолин Куджо, Джотаро Куджо, Абдол и еще 66>>
Obtained: <Green>20</> points	Получено: <Green>20</> очков.
Select two clues to synthesize one clue	Выберите две подсказки, чтобы синтезировать одну подсказку.
Text text text text text text text text text text text text text text text text text text text text.	Текст текст текст текст текст
Increase selectable trade gameplay difficulty Increase selectable trade gameplay	Увеличьте сложность игрового процесса выбираемой торговли. Увеличьте сложность игрового процесса выбираемой торговли.
Automatically closes in 00 seconds	Автоматически закрывается через 00 секунд.
Can't break through.	Не могу прорваться.
Secondary Tab	Вторичная вкладка
Will it be too much force	Будет ли это слишком много силы
Generation Failed	Генерация не удалась
Let's fight and see who's stronger <img id="#032" width="28" height="28" valign="0.5"/>	Давайте поборемся и посмотрим, кто сильнее <img id="#032" width="28" height="28" valign="0.5"/>
How do you play this game, meow?	Как ты играешь в эту игру, мяу?
Multiplayer Battlefield:	Многопользовательское поле боя:
No, there are people watching over there!	Нет, там люди наблюдают!
Finals, hehehe	Финал, хехехе
Exchange Only	Только обмен
Whose name is so valuable?	Чье имя так ценно?
Dancer only supports duo dance	Танцор поддерживает только дуэтный танец.
A key material for forging a Mythical-quality brooch<Highlight> (Adventure-oriented)</>.\n\nForging requires 15<Highlight></> units of gray fog dust to obtain a level 64<Highlight> Adventure-oriented</> Mythical-quality brooch.\nAs the season progresses, Gear Level Increase for Adventure-oriented Mythical brooches will be unlocked, which will consume a certain amount of <Highlight>gray fog dust</>.\n\nYou can directly obtain<Highlight> up to</> 3<Highlight></> units of gray fog dust per week through party dungeons, raid dungeons, and world adventure treasures. Unobtained amounts can be accumulated for the following week, up to a maximum of 15<Highlight></> units.	Ключевой материал для ковки броши Мифического качества<Highlight> (Приключенческий)</>.\n\nДля ковки требуется 15<Highlight></> единиц серой туманной пыли, чтобы получить брошь мифического качества 64<Highlight>, ориентированную на приключения.</>.\nПо ходу сезона будет разблокировано повышение уровня снаряжения для мифических брошей, ориентированных на приключения, для чего потребуется определенное количество <Highlight>серой туманной пыли</>.\n\nВы можете напрямую получать от <Highlight> до </> 3<Highlight></> единиц серой туманной пыли в неделю через групповые подземелья, рейдовые подземелья и сокровища мировых приключений. Неполученные суммы можно накопить на следующей неделе, максимум до 15<Highlight></> единиц.
Text text text text text text text <Mark id="#159">text text text</> text text text text text text text text text text text text text text text <highlight>text text text</> text text text text text text text text text text text text text text text text text text text text text text text	Текст текст текст текст текст
Field Mark	Полевая отметка
It can let it can let it can let it can let it can let it can let it can let it can let it can let it can reduce	Может позволить может позволить может позволить может позволить может позволить может позволить может позволить может позволить
Number of people: 10/30	Количество человек: 10/30
This is too fast.	Это слишком быстро.
Take Sasha to... the drama festival... late...	Отвезите Сашу на... драматический фестиваль... поздно...
Made up your mind?	Решились?
When generating <HighLight>expressions</>, it is recommended to use full-face positioning when generating <HighLight>expressions</>, it is recommended to use full-face positioning when generating	При создании выражений <HighLight></> рекомендуется использовать расположение анфас при создании выражений <HighLight></>, при создании рекомендуется использовать расположение анфас
10% chance to increase your own Strength by 20 points after dealing damage, Continuous for 2 seconds, stacks up to 3 times, no Cooldown.	10% шанс увеличить вашу собственную силу на 20 очков после нанесения урона, длится 2 секунды, суммируется до 3 раз, без перезарядки.
Need a healer.	Нужен целитель.
Every Monday 11:58	Каждый понедельник 11:58
Set Name	Установить имя
Grace of the Brass Book	Благодать медной книги
Mother... praise... Mother! Praise... praise...	Мать... хвала... Мать! Хвала... хвала...
Photography Outfit	Фотография Наряд
Put on your hat and join us. It's not too late.	Наденьте шляпу и присоединяйтесь к нам. Еще не поздно.
(30 people)	(30 человек)
Your bid has been surpassed by a higher one. Please place a new bid.	Ваша ставка была превзойдена более высокой. Пожалуйста, сделайте новую ставку.
Collection Level	Уровень сбора
Supreme luck is about to descend. Seize the opportunity; a miracle will surely happen today!!	Высшая удача вот-вот снизойдет. Воспользуйтесь этой возможностью; сегодня обязательно произойдет чудо!!
One!	Один!
Registration has ended	Регистрация завершена
Text placeholder seven characters:	[Заглушка]
Larger Text Version	Большая текстовая версия
4 items on sale	4 предмета в продаже
He always likes to stick expired half-price stamps.	Он всегда любит расклеивать просроченные марки за полцены.
Helena... you're here...	Хелена, ты здесь...
Match glimmer seven characters	Сопоставьте мерцание семи символов
K is tired of Q, J murders K, Q betrays J. Just like the infighting in the royal court.	К устал от Q, J убивает K, Q предает J. Точно так же, как распри в королевском дворе.
It is a mist here, go interact	Здесь туман, иди взаимодействуй
Click the <Orange>Skill icon</> to trigger the Skill	Нажмите значок <Orange>Skill</>, чтобы активировать навык.
Crimson moonlight? Could it be this Crimson Moon card? Let me try using it.	Багровый лунный свет? Может ли это быть карта Багровой Луны? Позвольте мне попробовать использовать его.
...I will definitely win this time.	...На этот раз я обязательно выиграю.
How much specialization does the Pathway have?	Какую специализацию имеет Pathway?
Click on a card to appoint or replace a position. Appointed Vice Presidents and Directors cannot be replaced directly	Нажмите на карточку, чтобы назначить или заменить должность. Назначенные вице-президенты и директора не могут быть заменены напрямую.
Set common	Установить общий
If you can't beat him, I'll help you hit him, three shots to shatter him.	Если ты не можешь победить его, я помогу тебе ударить его тремя выстрелами, чтобы разбить его.
You have chosen to declare war on <Title>Club Name Seven Characters</>, please select the battle session:	Вы решили объявить войну <Title>Club Name Seven Персонажам</>, выберите боевую сессию:
2x	2x
Purifying corruption requires extreme caution... very good, perfect!	Очищение порчи требует особой осторожности... очень хорошо, идеально!
Gameplay Rules: Defeat all opposing players to win.	Правила игры: Победите всех игроков противника, чтобы победить.
Goddess's Vision	Видение Богини
I must finish all of this before they do.	Я должен закончить все это раньше, чем они.
We need to keep up with demand and improve efficiency, but this budget...	Нам нужно идти в ногу со спросом и повышать эффективность, но этот бюджет...
id:000000 This test is a confidential test and does not represent the final quality of the game. Please do not stream, take screenshots, or record the screen.\r\n\r\n	id:000000 Этот тест является конфиденциальным и не отражает окончательное качество игры. Пожалуйста, не транслируйте, не делайте скриншоты и не записывайте экран.
Battlefield Time	Время поля боя
Brief description of the copy, brief description of the copy, brief description of the copy	Краткое описание экземпляра, краткое описание экземпляра, краткое описание экземпляра
Ready:	Готовый:
Friend Signature Friend Signature Friend Signature	Подпись друга Подпись друга Подпись друга
Component Selection:	Выбор компонентов:
The weekly auction will begin in 0 days, 00 hours, and 00 minutes	Еженедельный аукцион начнется через 0 дней, 00 часов и 00 минут.
How do you play this game?	Как ты играешь в эту игру?
<Suit>Dungeon</> Equipment build Dungeon Equipment build Dungeon Equipment build Dungeon Equipment build Dungeon Equipment build Dungeon Equipment build Dungeon Equipment build Dungeon Equipment build Dungeon Equipment build Dungeon Equipment build Dungeon Equipment build Dungeon Equipment build Dungeon	<Suit>Подземелье</> Сборка оборудования Подземелье Сборка оборудования Подземелье Сборка оборудования Подземелье Строительство оборудования Подземелье Сборка оборудования Подземелье Сборка оборудования Подземелье Сборка оборудования Подземелье Сборка оборудования Подземелье Сборка оборудования Подземелье Сборка оборудования Подземелье Сборка оборудования Подземелье Сборка оборудования Подземелья Сборка оборудования Подземелья
Lock Information	Блокировка информации
Is there a limit to the number of emojis, is it shady?	Есть ли ограничение на количество смайлов, это сомнительно?
Six-character season name officially begins	Название сезона из шести символов официально начинается
Personal active contribution from last week	Личный активный вклад за прошедшую неделю
#Topic Content	#Содержание темы
Please select the item and quantity to fill (<Yellow>0</>/1).	Пожалуйста, выберите товар и количество для заполнения (<Yellow>0</>/1).
Chinese is truly a magical language	Китайский действительно волшебный язык
Weekday Habits	Будние привычки
Available to save today: 1/5	Доступно для сохранения сегодня: 1/5
Why are there so many question marks? There's so little information...	Почему так много вопросительных знаков? Так мало информации...
According to the formula from the professor's lecture, it's still far short of the 200-pound goal.	По формуле из лекции профессора, до 200-фунтовой цели еще далеко.
Isn't it a jack-of-all-trades for now?	Разве это не мастер на все руки на данный момент?
Buff Apprentice, buff Apprentice! Whoever doesn't buff Apprentice is a noob.	Усиленный ученик, усиленный ученик! Кто не усиливает Ученик, тот нуб.
We speculate that the Moon Servant wants to devour and disintegrate the real Tingen from this distorted Tingen.	Мы предполагаем, что Лунный Слуга хочет поглотить и отделить настоящий Тинген от этого искаженного Тингена.
Game Sessions	Игровые сессии
Click on a contestant to cheer for them	Нажмите на участника, чтобы поболеть за него
I used Xiao Ai to scan it.	Я использовал Сяо Ай, чтобы отсканировать его.
Owned: 78914	В собственности: 78914
Placeholder text placeholder text placeholder text placeholder text placeholder text placeholder text placeholder text placeholder text placeholder text placeholder text placeholder text placeholder text placeholder text <P_Heart>placeholder text</> placeholder text placeholder text placeholder text <ReviewHighlight>placeholder text</>	[Заглушка]
Agnie	Агни
Round 1 Participants <ScheduleNum>12</> <Empty>Not yet on stage</>	Участники 1 тура <ScheduleNum>12</> <Empty>Пока не на сцене</>
This Warrior is too stupid.	Этот Воин слишком глуп.
Don't know if me leaving combat to get equipment is	Не знаю, стоит ли мне выходить из боя, чтобы получить снаряжение.
<Name>Player name seven characters</> claimed your Purple Lily*6	<Name>Имя игрока — семь персонажей.</> забрал вашу Пурпурную лилию*6.
This question...	Этот вопрос...
Floating Little Cook	Плавающий маленький повар
Quest name	Название квеста
Activating Magic Circle	Активация магического круга
Buff Seer! Buff Seer! Buff Seer! Buff Seer! Buff Seer! Buff Seer! Buff Seer! Buff Seer! Buff Seer! Buff Seer! Buff Seer! Buff Seer!	Бафф Провидец! Бафф Провидец! Бафф Провидец! Бафф Провидец! Бафф Провидец! Бафф Провидец! Бафф Провидец! Бафф Провидец! Бафф Провидец! Бафф Провидец! Бафф Провидец! Бафф Провидец!
Remaining Gold List	Оставшийся золотой список
Several cans of meat.	Несколько банок мяса.
Click to enter gift message...	Нажмите, чтобы ввести сообщение о подарке...
Alright, here is your Seer potion.	Хорошо, вот твое зелье Провидца.
Nurture, nurture, become the child of the 'Mother'!	Воспитывайте, воспитывайте, станьте ребенком «Матери»!
[Tingen (Branch 1)(9994,767)]	[Тинген (Филиал 1) (9994 767)]
Checked in for <Date>0</> days (Resets in <Date>29 days 11 hours</>)	Зарегистрирован в течение <Date>0</> дней (сбрасывается через <Date>29 дней 11 часов</>)
Declaration details	Детали декларации
Contribution: 542,000	Вклад: 542 000
Placeholder text placeholder text placeholder text placeholder text placeholder text placeholder text placeholder text placeholder text	[Заглушка]
Rank <Num>3</>	Ранг
Recorded higher attribute blessing spirituality	Записанное высшее благословение атрибута духовности
So fast?!	Так быстро?!
According to the bet, you have one chance to go back on your word.	Согласно ставке, у вас есть один шанс отказаться от своего слова.
Backlash of Prophecy	Ответная реакция пророчества
Open to receive 1 <Highlight>bound</> Gray Fog Crystal. You can open it <Highlight>3</> times per week; unopened attempts will accumulate for the following week, up to a maximum of <Highlight>15</> times. \n\n<Highlight>Gray Fog Crystal</>: A key material for forging Mythical-quality brooches <Highlight>(Competitive-leaning)</>. \n\nForging consumes <Highlight>15</> Gray Fog Crystals to obtain a Gear Level 64 <Highlight>Competitive-leaning</> Mythical-quality brooch. \nAs the season progresses, Gear Level Increases for Competitive-leaning Mythical brooches will be unlocked, consuming a certain amount of <Highlight>Gray Fog Crystals</> upon upgrade. \n\nYou can obtain up to <Highlight>3</> Gray Fog Crystals directly each week through Terminal Hunt, Four-Way League, City Hunt/Highland Battle, and War-for-War Treasures <Highlight>directly obtained</>. Unclaimed amounts can accumulate to the following week, up to a maximum of <Highlight>15</>.	Откройте, чтобы получить 1 <Highlight>bound</> Серый туманный кристалл. Вы можете открыть его <Highlight>3</> раз в неделю; неоткрытые попытки будут накапливаться на следующей неделе максимум до <Highlight>15</> раз. \n\n<Highlight>Серый туманный кристалл</>: Ключевой материал для ковки брошей мифического качества <Highlight>(Конкурентоспособный)</>. \n\nПри ковке используются кристаллы серого тумана <Highlight>15</>, чтобы получить брошь мифического качества 64-го уровня. \nПо ходу сезона будет разблокироваться повышение уровня снаряжения для мифических брошей, ориентированных на соревнования, для чего потребуется определенное количество <Highlight>серых кристаллов тумана</> при обновлении. \n\nВы можете получать до <Highlight>3</> кристаллов серого тумана каждую неделю напрямую через Терминальную охоту, Лигу четырех путей, Городскую охоту/Горную битву и сокровища войны за войну <Highlight>, полученные напрямую </>. Невостребованные суммы могут накапливаться до следующей недели, но не более <Highlight>15</>.
120 points	120 очков
What a rare moment of harmony.	Какой редкий момент гармонии.
10-20 people	10-20 человек
Placeholder Text Seven Characters	[Заглушка]
Claim dividends based on contribution	Требуйте дивидендов в зависимости от вклада
— Excerpt from the Diary of Emperor Roselle (Suspected)	— Отрывок из дневника императора Розеля (подозреваемого)
Cumulative server uptime 50 days	Совокупное время безотказной работы сервера 50 дней.
Party Live	Вечеринка в прямом эфире
There is only one case left; find a suitable place to look at the files.	Остался только один случай; найдите подходящее место для просмотра файлов.
Team Name Seven Characters	Название команды Семь символов
Interaction Option Seven Characters	Вариант взаимодействия: семь символов
Blood Oath	Клятва крови
Meow! Meow meow roar!	Мяу! Мяу-мяу-рев!
Brass Tome Skill Reminder	Напоминание об умении латунного фолианта
She wants me to do What?	Она хочет, чтобы я сделал Что?
General Beyonder plan	Общий план Потустороннего
Black screen loading, black screen with fade-in	Черный экран загрузки, черный экран с плавным появлением
Aren't you a healer?	Вы не целитель?
Unknown Order	Неизвестный заказ
122,000	122 000
They love me—more than they love their own families.	Они любят меня — больше, чем свои семьи.
Placeholder text placeholder text<Disable>placeholder text placeholder text placeholder text placeholder</>placeholder text placeholder text placeholder text placeholder placeholder text placeholder text placeholder text placeholder	[Заглушка]
Plan description about sixty chars plan description about sixty chars plan plan description about sixty chars plan description about sixty chars plan description about sixty chars	Описание плана, около шестидесяти символов Описание плана, около шестидесяти символов Описание плана, около шестидесяти символов Описание плана, около шестидесяти символов Описание плана, около шестидесяти символов
【@Haino】? Selling club members again	【@Хайно】? Снова продажа членов клуба
Caravan Location: 	Местонахождение каравана:
Affiliation <img id="GuildCamp2"/><Blue>Camp Name</>	Принадлежность <img id="GuildCamp2"/><Blue>Название лагеря</>
First Sun.	Первое Солнце.
Quest detailed description quest <Highlight>detailed description quest details</> description quest detailed description quest detailed description quest detailed description	Подробное описание квеста <Highlight>детальное описание подробное описание квеста</> описание подробное описание квеста подробное описание квеста подробное описание квеста
Probability <Rate>38%</>	Вероятность <Rate>38%</>
Skill Name Ski·ll	Название навыка
100/time	100/раз
Rematch Chest: Believer Number One	Сундук-реванш: Верующий номер один
00 seconds	00 секунд
Requires <img id="2000529" width="42" height="42"/>200	Требуется <img id="2000529" width="42" height="42"/>200.
Paper dolls have a damage limit, if it's exceeded, they explode.	У бумажных кукол есть лимит урона, при его превышении они взрываются.
Bonus 458	Бонус 458
Wow! A beauty!	Ух ты! Красавица!
<img id="#164"/>Silver Tier 3 0 Victory Points<GrassGreen>（+30）</>	<img id="#164"/>Серебряный уровень 3 0 победных очков<GrassGreen>(+30) </>
Perception Level: 16	Уровень восприятия: 16
She is my only... friend... I watched her grow up... watched her take revenge...	Она мой единственный... друг... Я видел, как она росла... видел, как она мстила...
Testing.	Тестирование.
But only by becoming stronger as soon as possible can one have a greater probability of survival when facing danger.	Но только став сильнее как можно скорее, можно иметь большую вероятность выжить перед лицом опасности.
Owned: 1000	В собственности: 1000
Open to obtain 1 <Highlight>bound</> gray fog dust. You can open it <Highlight>3</> times per week; unused attempts will accumulate to the following week, up to a maximum of <Highlight>15</> times. \n\n<Highlight>Gray fog dust</>: A key material for forging Mythical quality brooches <Highlight>(Adventure-oriented)</>. \n\nForging requires <Highlight>15</> gray fog dust to obtain a Gear Level 64 <Highlight>Adventure-oriented</> Mythical quality brooch. \nAs the season progresses, Gear Level Increase for Competition-oriented Mythical brooches will be unlocked, which will consume a certain amount of <Highlight>gray fog dust</>. \n\nYou can directly obtain up to <Highlight>3</> gray fog dust per week through party dungeons, raid dungeons, and world adventure treasures <Highlight>directly obtained</>. Unobtained amounts can accumulate to the following week, up to a maximum of <Highlight>15</>.	Откройте, чтобы получить 1 пыль серого тумана <Highlight>bound</>. Вы можете открыть его <Highlight>3</> раз в неделю; неиспользованные попытки накапливаются до следующей недели, максимум <Highlight>15</> раз. \n\n<Highlight>Серая туманная пыль</>: Основной материал для ковки брошей мифического качества <Highlight>(Приключенческий)</>. \n\nДля ковки требуется <Highlight>15</> пыль серого тумана, чтобы получить брошь 64-го уровня снаряжения. <Highlight>Приключенческий </> Брошь мифического качества. \nПо ходу сезона будет разблокировано повышение уровня снаряжения для мифических брошей, ориентированных на соревнования, для чего потребуется определенное количество <Highlight>серой туманной пыли</>. \n\nВы можете напрямую получать до <Highlight>3</> пыли серого тумана в неделю через групповые подземелья, рейдовые подземелья и сокровища мировых приключений. <Highlight>, полученные напрямую </>. Неполученные суммы могут накапливаться до следующей недели, максимум до <Highlight>15</>.
Remaining time 00:12	Оставшееся время 00:12
Shall we call a truce?	Заключим перемирие?
Opens every Monday at 20:00	Открывается каждый понедельник в 20:00.
I really want to do it, but binding with a stranger, forget it. So, shall we have some relations first?	Очень хочу это сделать, но связавшись с незнакомцем, забудь. Итак, давайте сначала заведем отношения?
Why don't you come up with an idea?	Почему бы тебе не придумать идею?
Division Rank: 10th	Ранг в дивизионе: 10 место
Agreement Bonus	Бонус за соглашение
Vice-President Position Title	Должность вице-президента
Red Singer	Красный певец
World War World War World War World War World War	Мировая война Мировая война Мировая война Мировая война Мировая война
Knight Rank 1	Рыцарь 1 ранга
Participate in the corresponding event every week to choose <HighLight>1 out of 2 rewards</> from the following	Участвуйте в соответствующем событии каждую неделю, чтобы выбрать <HighLight>1 из 2 наград</> из следующих
Acting Attributes	Действующие качества
Gain +200 Block for every 1 affix on the Beyonder material.	Получите +200 блока за каждый аффикс на материале Потусторонний.
Max 42 characters Max 42 characters Max 42 characters Max 42 characters Max 42 characters Max 42 characters Max 42 characters Max 42 characters Max 42 characters Max 42 characters Max 42 characters Max 42 characters	Макс. 42 символа Макс. 42 символа Макс. 42 символа Макс. 42 символа Макс. 42 символа Макс. 42 символа Макс. 42 символа Макс. 42 символа Макс. 42 символа Макс. 42 символа Макс. 42 символа Макс. 42 символа
The traces of spirituality here are very mixed; try to perform divination one more time.	Следы духовности здесь очень смешаны; попробуйте провести гадание еще раз.
Contains the following entries (any one)	Содержит следующие записи (любые)
00001/each	00001/каждый
Bonus Type	Тип бонуса
Text description text description text description text description	Текстовое описание текстовое описание текстовое описание текстовое описание
Why didn't the world auction give me a dividend? Am I not from this world?	Почему мировой аукцион не принес мне дивидендов? Я не из этого мира?
Lagging.	Отставание.
<TarotContractHighLight>9</>/12 members have finished signing	<TarotContractHighLight>9</>/12 участников завершили подписание
I wonder how Professor Hamer is doing. I should check the bulletin board for the latest news.	Интересно, как поживает профессор Хамер? Мне нужно проверить доску объявлений, чтобы узнать последние новости.
Stop summoning for now, finish these first	Прекратите призывать сейчас, закончите сначала это
Participate in Guild League	Участвуйте в Лиге Гильдий
If you're not convinced, keep going	Если вы не уверены, продолжайте
Free Refresh 1/3	Бесплатное обновление 1/3
Total Time:	Общее время:
Refresh (0 seconds auto-refresh)	Обновить (автообновление 0 секунд)
New era! New era! New era!	Новая эра! Новая эра! Новая эра!
Challenge selection, select up to three items.	Выбор испытания, выберите до трех предметов.
Must have more than 5 members to create	Для создания необходимо иметь более 5 участников
Equipment Name Name Name	Имя оборудования Имя Имя
Dungeon Dungeon·Dungeon Vice-Dungeon Dungeon Dungeon Vice	Подземелье Подземелье · Порок подземелья Подземелье Порок подземелья
Reject Mic	Отклонить микрофон
Cape-2	Мыс-2
View Match	Посмотреть матч
Try using the dowsing rod to find the owner.	Попробуйте использовать лозоходную удочку, чтобы найти владельца.
Please select 1 of the 4 cards below to determine the direction of the story.	Пожалуйста, выберите 1 из 4 карт ниже, чтобы определить направление истории.
A lively and cheerful social butterfly! I love gaming and making friends. If you're here, we're friends! It's more fun to play together! Feel free to ping me to team up~	Живая и веселая общительная бабочка! Я люблю играть и заводить друзей. Если ты здесь, то мы друзья! Вместе играть веселее! Не стесняйтесь, пишите мне, чтобы я объединился~
Unlocked by obtaining the Life Like Summer Flowers hairstyle	Разблокируется после получения прически Life Like Summer Flowers.
Don't... don't hit me! If you really beat me to a pulp, it won't necessarily be to your advantage... right?	Не... не бей меня! Если ты действительно избьешь меня до полусмерти, это не обязательно будет в твою пользу... верно?
Hong Xiuquan, pull me.	Хун Сюцюань, потяни меня.
A key material for forging a Mythical-quality brooch<Highlight> (Competition-oriented)</>.\n\nForging requires 15<Highlight></> units of gray fog crystal fragments to obtain a level 64<Highlight> Competition-oriented</> Mythical-quality brooch.\nAs the season progresses, Gear Level Increase for Competition-oriented Mythical brooches will be unlocked, which will consume a certain amount of <Highlight>gray fog crystal fragments</>.\n\nYou can directly obtain<Highlight> up to</> 3<Highlight></> units of gray fog crystal fragments per week through Final Hunt, Four-Way League, City Hunt/Highland Battle, and War-for-War treasures. Unobtained amounts can be accumulated for the following week, up to a maximum of 15<Highlight></> units.	Ключевой материал для ковки броши Мифического качества<Highlight> (Соревновательная)</>.\n\nДля ковки требуется 15<Highlight></> единиц фрагментов кристаллов серого тумана, чтобы получить брошь мифического качества 64<Highlight>, ориентированную на соревнования</>.\nПо ходу сезона будет разблокировано повышение уровня снаряжения для мифических брошей, ориентированных на соревнования, для чего потребуется определенное количество <Highlight> фрагментов кристаллов серого тумана</>.\n\nВы можете напрямую получить от <Highlight> до </> 3<Highlight></> единиц фрагментов кристаллов серого тумана в неделю через сокровища «Последняя охота», «Лига четырёх путей», «Городская охота/Битва в горах» и «Война за войну». Неполученные суммы можно накопить на следующей неделе, максимум до 15<Highlight></> единиц.
NPC Name	Имя НПС
Please select the style you wish to display.	Пожалуйста, выберите стиль, который вы хотите отобразить.
It actually succeeded on the first try! Let's clean up the scene together.	Действительно, получилось с первой попытки! Давайте вместе очистим место происшествия.
Clue text text text text text text Clue text text text text text text Clue text text text text text text	Текст текст текст текст текст
BUFF Name Seven Chars	Имя BUFF: семь символов
Tingen Brotherhood Agency	Агентство Братства Тинген
* Hint text hint text *	* Текст подсказки Текст подсказки *
Rating: 123456	Рейтинг: 123456
Elizabeth Hall	Элизабет Холл
Quick	Быстрый
Clear Tingen Memories once with a team of 2 or more (max two lines)	Очистите воспоминания Тингена один раз командой из двух или более человек (максимум две строки).
